Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
22.3,68.9,9.3,14.7,17.2,3.5,0.97,10.8,373
26.0,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350
27.4,78.8,26.0,28.3,20.0,2.1,0.99,11.1,486
24.2,41.4,22.6,31.1,24.7,3.7,1.05,11.2,257
23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196
35.3,86.1,14.4,37.9,27.8,17.2,1.91,5.5,568
19.7,50.7,4.4,9.0,10.4,5.6,0.8,17.4,383
25.5,73.0,11.6,16.3,11.2,3.0,1.06,11.4,494
40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627
35.9,67.9,10.6,19.3,31.8,10.9,1.36,8.2,383
42.8,61.5,13.8,22.2,31.0,9.1,1.97,5.5,637
20.3,56.2,21.8,28.8,18.9,2.7,0.96,10.2,335
23.5,58.3,4.8,5.7,11.7,5.9,0.99,10.8,346
22.2,53.1,10.4,11.7,11.8,4.9,1.0,10.1,300
23.8,92.0,20.3,37.8,44.0,5.5,2.29,4.0,433
35.3,55.2,3.9,8.9,34.3,7.4,1.72,5.7,606
30.1,89.5,26.2,38.9,45.4,19.1,2.18,4.2,658
26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802
23.0,43.6,1.7,7.5,24.5,5.9,0.88,10.5,317
33.0,68.5,2.3,13.4,31.0,12.8,1.34,5.9,620
21.1,55.8,28.7,42.8,23.6,6.0,1.52,7.5,424
40.9,80.9,13.5,26.8,37.5,16.2,2.38,3.8,630
29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277
37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430
25.5,43.5,5.2,9.6,24.4,8.8,0.98,11.4,284
24.2,41.3,1.1,6.0,12.3,7.8,1.16,10.4,601
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204
27.6,79.3,14.0,40.2,37.6,10.6,2.24,3.6,608
25.9,62.8,25.8,35.6,31.2,19.0,1.48,5.3,411
23.0,79.9,0.3,9.8,23.0,10.2,1.73,8.9,264
23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329
32.7,63.2,34.4,39.6,28.8,11.0,1.54,7.2,296
22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321
25.5,77.9,6.9,11.4,19.5,9.3,1.09,11.7,254
30.9,89.0,7.3,30.9,37.3,6.8,2.21,4.4,660
21.8,56.2,8.4,12.5,15.8,4.0,1.05,10.1,373
40.1,65.7,14.3,31.1,32.8,20.5,2.14,4.5,637
21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247
25.8,76.6,8.6,16.5,22.4,6.2,0.99,16.7,514
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514
32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448
39.6,74.9,1.1,22.8,29.0,21.5,1.69,4.6,587
29.9,74.6,5.4,10.0,18.3,3.4,0.98,12.7,263
40.1,70.6,9.2,17.9,29.2,18.0,2.16,4.6,569
21.2,55.0,8.5,13.5,15.8,7.1,1.04,13.0,503
44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837
24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468
37.4,77.5,14.6,21.9,28.2,6.5,1.09,5.8,642
23.7,66.3,11.8,14.4,12.2,1.9,0.79,12.0,248
29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536
34.6,67.9,29.7,53.8,28.9,18.9,2.55,2.7,746
25.4,63.2,10.7,16.0,17.9,2.2,0.93,12.7,560
33.7,81.3,3.8,16.9,26.0,8.5,1.31,8.7,676
29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657
36.0,71.3,5.3,25.4,33.0,14.6,1.73,5.2,677
32.6,67.2,45.4,61.4,27.4,5.2,1.43,7.2,470
30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266
32.9,102.4,26.6,41.3,26.6,15.7,1.86,5.4,394
26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646
30.0,69.2,2.0,3.9,15.3,5.2,1.09,10.1,297
24.4,59.2,1.2,9.1,20.1,7.2,0.89,12.2,600
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472
28.4,76.2,16.8,28.7,30.0,8.2,1.64,5.7,644
46.0,90.9,11.0,30.8,26.2,15.0,1.78,5.6,736
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239
41.5,68.2,3.4,15.4,24.5,6.4,1.38,4.8,748
26.7,65.0,1.3,8.7,22.5,4.4,1.05,10.5,208
22.3,59.6,17.9,23.5,27.9,5.8,1.01,10.0,359
34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608
26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221
32.7,74.9,21.4,22.4,18.0,12.0,1.57,5.7,586
39.1,82.6,11.4,31.9,27.9,18.5,2.0,4.5,750
28.0,70.3,2.9,8.3,24.7,8.0,0.82,10.5,308
35.5,76.3,9.5,23.0,23.6,6.8,1.76,5.2,579
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,582
32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328
20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412
41.4,93.0,30.7,45.3,40.3,12.5,1.63,4.2,600
47.3,64.8,2.5,21.8,41.0,17.3,1.95,2.6,779
31.5,105.1,4.6,9.8,32.5,21.3,1.9,6.2,786
35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425
42.6,94.6,17.9,30.1,44.3,4.0,1.91,2.6,525
34.5,86.1,9.0,21.6,39.1,7.5,1.79,5.2,450
22.7,78.2,7.4,7.5,19.8,5.2,0.86,10.2,255
30.0,66.1,17.3,25.3,30.5,6.0,1.55,8.0,482
29.9,86.0,31.7,41.8,29.7,3.2,1.38,6.4,498
26.2,57.2,3.9,3.9,20.0,3.9,0.94,14.9,290
26.4,53.4,23.2,33.9,17.2,9.9,1.29,7.5,392
23.1,59.7,13.3,25.3,22.9,14.1,1.3,6.3,598
21.4,77.6,7.7,11.2,25.2,5.0,0.94,12.6,547
28.9,69.2,9.7,20.5,29.3,6.5,1.29,5.0,552
31.9,53.6,13.3,23.8,20.8,7.0,1.67,11.3,366
17.0,78.5,19.2,23.3,14.8,0.6,1.07,13.0,501
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441
29.1,47.1,1.7,6.7,22.0,7.0,0.97,13.4,566
25.6,57.4,2.2,6.4,12.2,5.0,1.19,18.9,392
23.1,64.3,3.9,18.3,29.5,13.8,1.5,8.3,444
27.4,83.7,11.4,18.5,18.3,8.4,1.74,7.1,425
24.6,58.0,7.5,19.0,25.7,3.4,1.57,12.7,617
25.3,83.3,33.9,44.0,35.9,9.1,1.41,6.2,488
23.6,62.0,11.0,14.7,16.9,5.5,1.18,10.9,196
36.6,69.9,46.0,59.1,46.1,6.6,1.84,3.6,649
28.9,48.7,12.1,18.5,20.3,6.4,1.03,10.0,499
23.0,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444
37.3,82.2,11.2,32.1,36.6,17.0,1.91,3.5,831
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649
25.8,77.8,3.3,9.3,19.5,6.3,1.27,13.3,343
30.0,86.0,8.3,20.4,21.4,10.2,1.59,7.2,733
30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642
25.4,62.6,4.2,7.4,18.3,4.5,1.03,10.5,518
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680
25.5,63.0,29.1,38.7,28.8,4.7,1.32,5.9,527
17.4,56.5,2.6,6.9,21.0,3.5,0.92,11.6,475
27.8,43.3,19.8,24.5,12.0,4.3,0.96,12.7,404
29.5,77.2,27.9,44.4,26.3,23.1,1.68,7.7,586
27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,315
29.0,88.6,13.2,33.7,36.1,13.1,2.32,4.4,706
47.1,61.2,15.8,34.2,29.7,18.3,1.56,10.4,675
33.3,94.3,37.2,41.0,35.3,11.8,2.33,8.5,770
25.8,77.7,21.7,29.9,13.6,6.3,0.85,12.4,549
25.3,45.0,15.5,21.4,22.5,4.9,1.02,10.9,334
24.1,52.5,8.2,9.5,22.3,3.5,0.82,11.5,511
22.1,83.0,0.7,9.3,32.5,11.4,1.6,6.3,512
18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321
32.3,65.9,28.5,38.8,26.4,4.1,1.63,7.5,662
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481
41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471
31.8,80.2,22.4,34.1,29.7,4.9,1.22,9.4,580
29.1,68.1,0.7,5.2,23.4,3.9,0.84,12.6,353
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317
21.5,75.4,11.2,17.5,14.8,6.3,1.01,14.6,298
19.7,51.1,5.5,13.2,20.6,2.4,1.17,10.2,359
35.6,70.9,18.5,44.0,43.3,12.5,1.71,5.0,484
22.1,53.8,6.9,19.6,18.8,5.7,1.65,9.6,457
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421
28.0,72.2,18.5,25.0,24.9,6.1,1.32,13.2,480
32.0,74.9,43.3,45.5,28.8,9.5,1.42,7.8,598
21.0,60.5,4.6,8.9,15.1,6.8,0.93,10.2,378
22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395
21.6,76.5,17.5,21.6,22.2,10.5,1.03,11.3,461
22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422
30.1,75.1,20.5,33.4,28.2,5.4,1.44,6.2,648
29.4,68.1,6.8,22.0,19.5,15.0,1.4,5.2,361
26.5,58.1,10.7,15.0,24.3,2.5,0.98,13.0,220
23.4,54.7,10.2,12.8,11.4,4.5,1.13,10.9,362
35.2,68.3,4.7,16.8,21.6,13.0,1.3,9.6,478
26.3,52.6,22.2,25.4,18.7,4.6,0.93,10.6,326
18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342
28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675
19.1,63.4,23.9,31.8,22.1,9.2,1.5,5.2,639
29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345
29.7,93.5,2.9,21.9,30.5,10.0,1.79,3.7,816
45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477
29.5,60.6,1.0,18.5,26.1,7.5,1.55,8.9,438
23.5,43.0,14.6,19.0,23.1,1.7,1.14,12.7,297
26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454
38.2,67.7,5.3,19.4,29.2,10.6,2.25,6.1,514
26.1,38.4,0.4,5.4,20.9,3.1,1.12,11.1,387
26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499
37.0,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407
28.8,42.9,4.8,12.8,17.7,2.0,0.87,10.1,561
24.1,74.7,5.1,12.1,10.5,6.4,1.07,11.0,454
33.7,83.2,1.6,25.2,34.3,12.0,2.59,6.2,551
26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,576
21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391
26.3,46.7,1.4,4.3,12.2,3.4,1.04,11.3,193
20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463
17.2,64.4,42.7,48.7,20.8,5.9,1.08,12.6,569
37.3,76.1,7.9,18.8,39.5,11.9,2.27,3.5,434
25.6,66.0,0.8,6.7,16.0,7.0,0.84,11.7,431
35.0,55.8,12.9,17.8,26.2,13.8,1.65,6.2,313
31.1,67.6,2.2,5.5,11.3,0.8,1.12,10.8,344
25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579
26.7,77.8,4.8,10.4,20.8,6.4,1.05,15.3,294
22.0,71.9,6.8,9.7,24.7,7.3,1.06,10.5,542
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201
27.2,90.5,13.9,22.7,26.6,12.8,1.29,7.6,616
25.8,51.5,9.2,12.9,17.5,0.2,1.26,11.8,452
38.2,54.8,43.9,53.5,21.1,9.0,1.47,5.0,485
30.8,85.8,27.0,29.1,18.5,11.0,1.54,8.7,466
30.7,57.3,2.0,4.9,22.3,7.9,0.93,10.2,462
29.1,54.3,5.8,15.1,28.0,8.8,1.43,10.8,421
28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543
23.9,44.8,1.0,4.7,26.0,3.5,1.02,10.6,262
22.5,55.4,4.7,5.6,20.4,4.6,0.93,14.8,371
26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479
42.0,86.2,2.0,8.8,33.7,22.3,1.7,7.4,538
25.8,56.3,5.0,9.5,20.9,2.5,0.98,14.1,410
25.6,51.5,35.5,40.7,32.2,-1.7,1.35,7.3,378
37.7,76.3,15.4,15.2,22.0,13.0,1.02,6.2,386
21.0,51.0,4.5,9.4,18.6,7.8,1.01,10.5,254
23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299
25.5,54.8,19.3,27.1,25.4,3.1,0.89,11.4,530
33.1,66.1,21.1,41.6,27.9,17.7,2.23,3.4,733
26.7,42.5,20.0,24.9,22.1,8.4,0.95,15.0,309
32.5,55.8,1.0,13.5,34.3,9.7,1.84,6.0,325
38.2,84.1,28.5,35.4,20.9,12.9,1.55,6.0,697
28.8,41.3,0.2,6.5,14.9,1.4,0.87,10.4,511
37.6,72.2,10.1,16.6,32.2,6.3,1.85,3.5,637
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437
30.5,85.8,29.7,46.4,27.4,11.1,1.64,6.4,605
24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258
25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540
23.0,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566
23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364
37.1,74.0,3.1,24.9,42.6,10.6,2.08,4.4,406
25.4,42.8,5.2,11.8,23.2,7.3,0.99,11.7,504
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302
22.0,60.6,5.0,11.8,22.6,3.7,1.04,13.5,523
25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698
19.9,76.5,16.2,23.2,19.9,8.0,0.88,10.1,330
35.5,95.0,31.6,52.5,24.3,13.6,2.34,4.3,478
25.7,78.3,1.2,8.0,18.5,5.3,1.09,16.4,526
30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218
27.5,72.3,3.5,7.3,22.0,16.0,1.79,6.9,373
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509
25.2,44.3,5.5,12.4,22.0,3.4,1.06,10.1,470
31.4,76.2,4.6,20.9,26.2,11.3,1.49,6.8,296
31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618
37.3,85.0,9.6,23.9,31.2,16.2,2.22,4.9,592
28.6,86.6,8.7,20.7,18.6,6.9,1.79,8.3,483
24.1,47.5,22.8,26.0,26.5,4.1,0.91,12.2,406
31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621
23.2,88.9,55.5,60.9,31.4,13.1,1.19,5.5,351
28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,296
35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644
21.0,67.4,1.7,7.0,19.1,6.6,1.07,13.4,603
35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489
31.8,49.9,7.5,17.9,36.1,7.0,1.48,9.5,687
31.5,44.3,10.6,17.6,17.7,5.1,1.13,12.7,333
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630
25.9,78.2,14.2,22.1,34.8,7.8,1.63,9.6,379
33.8,66.9,5.8,11.0,15.4,-1.2,1.06,14.4,298
27.5,81.3,36.0,45.5,21.3,12.7,1.66,7.7,395
32.0,70.7,8.4,11.3,24.5,6.1,1.6,8.2,382
32.1,84.3,4.2,14.3,37.1,11.6,1.45,3.3,737
24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,344
22.4,69.3,2.2,8.4,19.6,3.0,0.92,10.2,339
25.7,78.9,47.3,61.1,32.0,8.7,1.23,7.4,530
32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674
36.0,70.2,12.5,41.9,30.7,16.0,1.79,4.6,624
27.2,46.3,14.8,18.8,19.7,7.3,1.05,10.8,496
29.9,78.9,11.6,26.1,17.5,5.3,1.49,6.6,533
26.0,72.8,3.4,10.2,25.1,-0.2,1.05,12.5,437
35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695
25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526
30.4,98.0,24.9,30.7,23.5,21.2,1.55,6.7,594
34.1,55.0,12.0,30.7,28.3,22.7,1.64,3.4,684
19.5,49.8,21.5,25.5,23.9,6.5,1.07,12.0,503
38.2,95.1,15.8,31.3,26.2,11.0,2.43,5.5,616
25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486
35.1,67.6,14.2,25.5,25.0,5.6,1.52,5.1,345
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545
25.0,45.7,0.1,3.6,14.3,7.9,1.03,10.7,316
43.4,88.4,35.6,48.0,39.4,14.4,1.78,4.6,639
29.8,56.7,6.8,14.0,23.0,4.5,1.1,11.4,567
25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227
31.3,100.3,7.0,26.4,30.4,20.2,2.19,4.2,770
30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506
26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526
21.3,63.9,6.1,8.0,25.7,15.7,1.35,8.0,610
21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423
30.4,64.0,9.3,10.3,35.0,4.9,1.57,5.6,708
29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402
25.1,59.5,6.0,11.3,25.8,0.7,0.9,10.7,231
32.8,89.1,18.0,32.4,44.1,16.1,1.64,4.3,734
24.6,51.3,3.9,8.0,21.7,5.9,0.98,12.8,454
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562
29.3,75.2,14.7,27.1,27.9,11.5,1.56,5.3,428
35.5,71.8,7.4,27.5,33.8,22.6,1.91,3.9,676
23.6,50.2,0.4,3.7,12.7,7.4,1.04,14.2,340
35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423
24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458
29.0,56.0,5.5,10.1,14.5,3.7,0.86,13.4,233
39.3,57.3,39.6,59.1,22.0,17.7,1.64,4.7,573
24.4,75.5,16.1,20.4,25.3,5.1,0.86,11.3,357
27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545
37.3,68.2,4.3,20.8,40.3,20.0,2.01,5.4,681
34.0,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522
29.0,80.3,5.4,11.2,19.0,4.6,1.01,10.1,538
22.3,49.8,14.4,18.5,16.5,4.3,1.1,15.4,500
23.7,60.1,12.3,21.5,16.9,4.0,0.99,14.0,253
28.8,67.1,18.2,23.0,22.1,5.9,1.03,15.6,569
37.6,81.0,11.8,29.5,39.5,22.3,2.32,3.8,616
29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571
29.5,85.1,9.3,19.6,22.8,14.1,1.38,9.6,692
24.4,67.7,0.3,4.3,17.0,6.9,0.93,13.3,370
27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293
38.3,89.3,10.1,28.2,29.5,20.9,1.76,4.7,587
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360
27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559
29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378
33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456
19.6,38.3,4.0,8.8,21.1,9.1,0.95,10.2,285
28.9,58.3,2.7,11.8,22.8,5.2,1.39,8.9,449
30.3,68.2,5.4,16.0,29.5,4.0,1.49,5.3,645
30.9,62.0,3.5,7.3,31.0,10.4,1.36,5.0,297
21.0,70.6,8.1,10.4,25.0,4.5,0.88,10.1,220
26.2,60.0,41.2,58.0,26.4,22.2,1.54,11.0,609
23.5,73.7,2.1,6.0,22.2,3.0,0.86,10.7,200
28.4,51.8,8.3,16.6,20.4,2.4,0.98,11.0,549
22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589
23.9,39.6,1.3,5.7,23.2,6.4,0.93,11.2,569
28.0,63.6,2.8,6.3,27.8,7.9,0.91,11.8,344
21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450
39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418
28.8,74.3,29.9,40.6,26.6,6.9,1.43,5.4,649
26.0,38.6,16.6,22.7,22.0,2.8,1.22,12.9,389
30.1,70.5,39.7,53.0,24.8,8.3,1.34,5.9,683
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341
23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258
20.5,71.3,4.6,9.7,19.5,7.4,1.07,11.4,298
22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278
29.9,58.0,5.1,6.3,18.5,4.2,1.03,11.3,510
24.0,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235
29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649
31.1,66.0,4.5,6.0,24.2,7.7,1.57,6.4,694
33.1,57.8,17.2,33.0,28.3,9.2,1.38,5.2,642
20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427
27.4,69.9,5.9,9.5,25.2,5.7,0.89,11.9,589
27.1,88.3,20.9,25.4,35.1,4.5,1.75,6.1,506
32.3,64.1,41.5,53.5,29.2,15.1,2.44,4.8,697
26.4,60.3,6.5,13.2,21.8,5.1,0.88,11.1,412
31.2,77.6,12.1,15.2,26.6,4.5,0.91,10.3,410
20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647
33.0,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529
35.0,80.2,11.9,24.4,30.4,14.1,1.71,4.5,617
30.1,72.9,0.0,5.9,26.5,8.1,1.21,13.0,569
22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489
16.0,64.1,13.4,18.9,24.4,2.0,1.0,12.2,487
25.3,73.0,6.0,12.1,23.0,8.9,0.97,11.2,571
32.5,51.2,1.6,10.5,21.6,19.3,1.53,5.9,519
24.4,53.7,1.6,4.6,24.9,6.0,0.93,10.6,253
29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455
25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534
32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536
26.0,76.0,1.0,4.5,13.1,2.7,1.09,10.2,248
23.6,51.6,29.8,38.9,18.5,6.1,1.01,13.8,391
32.1,59.4,8.2,13.3,22.8,2.0,1.16,10.2,396
30.3,51.2,7.3,18.8,26.3,14.1,1.39,5.2,624
27.0,92.6,9.9,20.1,24.3,11.1,1.19,6.2,453
22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471
32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476
26.7,67.6,3.9,7.9,23.5,6.2,0.99,10.4,366
26.8,79.8,15.1,33.0,28.6,14.6,1.56,4.2,367
26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376
29.6,64.6,10.6,14.4,20.9,3.1,1.02,11.9,485
30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651
26.5,60.1,12.1,18.9,9.9,4.4,0.92,10.2,205
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296
25.6,69.6,3.4,9.3,23.0,6.0,0.73,10.2,554
24.6,73.2,9.4,10.1,25.5,8.8,0.77,17.8,384
29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464
29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227
24.8,67.2,20.9,23.5,22.0,5.8,0.92,12.5,255
44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,685
28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637
25.4,54.5,4.0,9.8,14.8,6.6,1.02,11.0,480
22.2,83.3,11.0,22.4,25.2,14.7,1.35,10.2,528
22.0,76.8,10.4,16.3,25.7,6.6,1.03,11.7,449
22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223
38.1,82.6,5.1,13.8,25.0,9.9,1.5,6.7,582
26.3,79.9,3.0,8.1,14.6,9.1,1.02,11.4,347
24.9,85.6,7.4,18.6,30.2,10.8,1.22,6.4,515
22.9,74.4,0.0,1.9,15.7,3.7,0.9,10.3,390
36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602
26.1,60.2,7.8,18.9,22.7,11.4,1.63,11.4,551
17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243
26.1,82.7,19.9,37.5,36.7,12.0,1.5,4.3,706
27.2,79.2,56.0,59.4,20.1,5.0,1.94,5.7,541
29.5,72.7,9.3,25.0,21.2,9.7,1.59,7.5,404
34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304
25.6,49.6,0.1,3.9,22.8,4.9,1.02,13.8,575
36.7,99.0,4.2,19.4,32.1,18.7,2.38,3.9,675
40.4,91.4,5.1,20.6,38.8,7.5,2.26,9.5,599
35.0,82.9,27.4,32.6,25.5,7.6,1.5,7.2,344
33.7,59.5,13.7,21.5,19.6,2.3,1.02,11.7,511
24.0,79.3,6.2,13.3,22.0,6.6,0.9,10.5,579
27.5,40.4,9.0,14.2,15.8,4.5,1.16,10.3,373
24.6,49.7,25.1,26.5,16.4,7.9,1.22,11.2,236
29.8,59.1,5.2,17.9,18.9,9.2,1.72,6.3,319
26.8,39.3,10.0,12.5,20.9,5.7,1.0,10.6,494
24.7,71.6,26.6,34.2,24.8,3.2,1.06,10.6,596
28.6,66.0,0.8,4.2,19.4,7.1,1.11,12.7,490
33.8,72.1,3.7,18.3,29.7,6.8,1.16,5.9,625
22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517
24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11.0,319
26.5,59.3,6.2,10.5,12.4,3.6,0.83,10.1,386
22.0,50.1,4.9,10.0,23.8,2.4,1.05,12.8,493
47.2,78.4,17.9,46.0,42.9,21.1,2.36,2.8,517
24.0,64.1,21.4,27.3,22.6,5.7,0.94,10.3,296
23.9,42.1,19.2,25.4,16.8,5.2,1.12,11.6,352
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,407
26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276
25.1,70.1,9.5,17.4,25.8,4.4,0.83,12.3,596
44.9,100.6,12.9,28.7,43.6,15.9,2.18,6.0,630
